class_1,class_2,class_3,class_4,class_5,class_6
0.1927574198070897,0.10452219115134778,0.3003571934970313,0.16589256043149705,0.33595838236265346,0.12116069065131177
0.07842845521367621,0.09863406071306413,0.24722612276479228,0.09753881553559206,0.12072199939227565,0.4107683944259855
0.03049523103575188,0.1020893547651536,0.12232858659853724,0.0917152626993294,0.05078508584755077,0.7343683608740468
0.02251338502638781,0.1262544812513721,0.0815498067703204,0.06597335956095474,0.0582294877408874,0.5538518376974849
0.0431795109128546,0.21170740389731868,0.14563820413302195,0.03929389812151187,0.050258333259069,0.2915878894932329
0.05242934046314755,0.274338623025357,0.20652396940507092,0.0298505861147252,0.06639095914997396,0.04435543700432947
0.1611083558351389,0.10765723420557027,0.251562006433103,0.00857625791104951,0.04631941432229521,0.10521827331639691
0.2304180596503767,0.0,0.410230156964349,0.0,0.01549890852876209,0.21539627768977898
0.1452940301136598,0.04146533865069714,0.3675021894228163,0.17189447952659748,0.0,0.16617221764968323
0.009541215985642438,0.27432628132455233,0.0,0.3348489857407335,0.013137705301153782,0.056218326920329645
0.15478570316275655,0.27981197911287387,0.22380074478739811,0.17727073906397076,0.21141777517007948,0.049890981705290396
0.2920582614522477,0.2591269291952682,0.47140878726513213,0.13785405463731598,0.28168276118646846,0.28161684206211424
1.0,1.0,1.0,1.0,0.6631865725112991,1.0
0.05615900132929044,0.39126708689810014,0.7474092349169584,0.4531188969853546,0.250270141189634,0.08411705841874194
0.0,0.09483478607918,0.4298984491827749,0.2158111421180577,0.3987663695911095,0.1830193601636118
0.018971387316504107,0.06123740428599279,0.20701251066239182,0.1576920991701431,0.0013592649289552476,0.27288375246560853
0.05386505919711218,0.11012208119242226,0.39136371222310123,0.211403617360879,0.009903255992598862,0.2684286310483633
0.2612605721154858,0.2515330669770711,0.48585558665892997,0.16565456409174426,0.2241167000533691,0.1557297958829757
0.5821914064050627,0.36144177215591444,0.5563710872942804,0.14859565168875127,1.0,0.3084600794830443
0.68568798740534,0.49117108615388805,0.8280743232144335,0.21385828885955577,0.8780607009648972,0.4462430908038044
0.7886587440815513,0.40017959724121605,0.8116700706238731,0.14997218559090425,0.7893794017981688,0.2865834437185683
0.7084949833831372,0.17356806734481195,0.564487399983985,0.08935591490207781,0.8079374058875624,0.13943214807108742
0.3417139395176416,0.10799738779717044,0.4497304414091727,0.03671140361872272,0.230806401418689,0.0
