class_1,class_2,class_3,class_4,class_5,class_6
0.12573050069389222,0.07098272205472032,0.011697782938591602,0.027794815521224207,0.09017587310921171,0.1441188954241558
0.5428575590950255,0.2830268158608588,0.2398054638426316,0.3478435226722811,0.6250534234926612,0.29752499296715706
0.0949489312735978,0.08111077660239559,0.16711762904878513,0.1660851978614728,0.4073808104549109,0.2956735061964945
0.0,0.07731879529257271,0.03210389751013891,0.06280467873353947,0.09414225861716366,0.2780255669559574
0.06925060304128663,0.114501325462471,0.007719107099085762,0.05245448062300355,0.3517687336795142,0.19434887707211598
0.08466092167386037,0.18428362426253472,0.032355633225086326,0.029935472245841442,0.20742429178667823,0.10710678511735307
0.09522763386180459,0.1960657781497529,0.0522059143200617,0.022590199347974512,0.08869277847630928,0.0
0.19891849697990327,0.13821922179950336,0.09741781471580907,0.009011631285058925,0.3023851181422313,0.05146423521469521
0.26569740338294645,0.093467616653897,0.2755638763241785,0.0,0.059140744282003034,0.16094944640747927
0.26807720910683513,0.004998565276390172,0.26483442811676544,0.10504953210210285,0.07314628909237236,0.2686344326400665
0.09772555854971389,0.17914419980918314,0.0,0.2976361091593004,0.04073985391315578,0.08131010473015837
0.6521447708249714,0.2276036619411261,0.4755233218951663,0.31450365173236483,0.3412425220015803,0.3365791974807175
0.5802932281306126,0.3950491139441543,0.45504475218247503,0.6733063680008601,0.7243429032434403,0.3059424973780175
1.0,1.0,1.0,1.0,0.686219547659057,1.0
0.2878687432353165,0.6379842228922965,0.4613321075111902,0.5480961089161905,0.4899041285496853,0.47440140014383475
0.06369540097222286,0.3208341095433484,0.24991577476685234,0.1795084795108373,0.48210994449516753,0.3295155131590822
0.01131687144559815,0.0,0.018781336308640748,0.17443648178460303,0.01676594718246409,0.25641044868606094
0.11696717931317391,0.12420093593802993,0.010916911914808095,0.20718509870884397,0.0,0.1474664001431618
0.2485471430215592,0.3805016611238394,0.1030625542568819,0.23050603892297164,0.20592016007791533,0.14286933714035896
0.3739318806411456,0.4586612315408604,0.22887821419845006,0.23061125429238025,0.46662508621626114,0.19412503001907433
0.43118248888397886,0.4876459944576923,0.2921972479396137,0.15567167349913005,0.8183094568940548,0.13464081575850365
0.38554909166098295,0.4095998639473809,0.2869995207093498,0.058887733939888026,1.0,0.15434216681047264
0.2886609124235394,0.09677121130965798,0.217398021505324,0.005606444062474703,0.896007920576124,0.13051099033861918
