class_1,class_2,class_3,class_4,class_5,class_6
0.850414650966132,0.2949855821443284,0.43909137389525965,0.058549460019929514,0.0,0.3373429454170957
0.45583314524173324,0.3067133530564606,0.7421517785406472,0.06377420484231511,0.003820224719101131,0.47171987641606583
0.7317869256748674,0.3136975870376612,0.669753852896063,0.5004713043009884,0.19524879614767254,0.4691658084449021
1.0,0.33689098603153206,0.6479731210284128,0.5869219789394308,0.20979133226324237,0.5077239958805355
0.49595438371310496,0.34491130834238354,0.666277116353809,0.4664296679324555,0.13674157303370785,0.5941091658084449
0.4341670731872217,0.3310863947871026,0.6198816740924695,0.367590423096604,0.08569823434991973,0.5564160659114314
0.8149563506138373,0.33600469360496327,1.0,0.3529395922544505,0.07126805778491173,0.5001853759011328
0.8860414536550966,0.369952190140933,0.6310422905558396,0.3201906762543428,0.2924879614767255,0.6292893923789906
0.16230207476303063,0.8766056248361608,0.6345336352348258,0.2153725997145243,0.12839486356340288,0.43373841400617913
0.1214392179827358,0.24791846109675572,0.4697976773062596,0.6709488028870755,0.15547351524879616,0.5785375901132852
0.0,1.0,0.23148053465780438,0.8503406856804289,0.17263242375601923,0.4642636457260555
0.46920723811148396,0.3282964460921994,0.5582937696296837,0.3521316420241847,0.497223113964687,0.0
0.5283442773174012,0.3465840292601331,0.0,0.892596482723331,1.0,0.12411946446961886
0.6699663307368023,0.049788413286896684,0.31588634869622384,0.851067840887668,0.7993418940609951,0.5561277033985581
0.6105661366470739,0.2331011496835562,0.3867942443941275,0.0,0.291123595505618,0.6579608650875385
0.514742394251782,0.3340511053689349,0.37128040318457384,0.11435188925695514,0.06040128410914928,0.6983728115345005
0.23414439818142296,0.2605262829394949,0.7627200350595281,0.5377447415905848,0.07131621187800963,0.9542327497425335
0.26389130143091766,0.0,0.5567891315462713,1.0,0.06802568218298556,1.0
0.2630290271278361,0.41343669250646,0.5451902709809363,0.9658775686084407,0.4049117174959872,0.9453347064881565
0.5437175151938141,0.18885518481069546,0.968183478197356,0.5362365678274219,0.7010112359550562,0.7518846549948505
0.40131951891542744,0.19828608520890292,0.5538236797896429,0.4265707899060085,0.7452006420545746,0.49861997940267755
0.3278712226092691,0.299754085059107,0.20132934044262651,0.16210174786566486,0.17513643659711076,0.6536766220391348
0.25933029682414704,0.31507695764520843,0.2254765904608867,0.1948237321914304,0.1120385232744783,0.6185375901132851
