class_1,class_2,class_3,class_4,class_5,class_6
0.0,0.8118430957318183,0.9574437863114497,1.0,0.29655687803257663,0.6375287197027109
0.035284648175996206,0.8683114898543179,0.956019545127454,0.6968885035751103,0.0,0.920256506418256
0.05386184417833078,0.6506629483572381,0.9243063146127218,0.5202258420935908,0.884194832681332,0.9065843241964531
0.0401641362842146,0.8927980474130413,0.9498917680529053,0.8928731070000513,0.3751193853770472,0.7705094452320035
0.043431120540433736,0.8509379191066877,0.9238519657629459,0.3917108752709957,0.9830700940386149,0.9592041974147256
0.04545189537561798,0.6324520637013068,0.9320517056809773,0.4597196346802056,0.9464638283158362,0.6002281990647074
0.05823179065728197,0.7664234324381849,0.9405793451409376,0.1289067000870783,1.0,1.0
0.055242933555345916,0.7255070652101735,0.9582410719010879,0.9355848588091104,0.9041683745239859,0.8834782922640441
0.02318781433882113,0.720895693364023,0.9600037847364304,0.0,0.8808851240431428,0.9129040937612105
0.10827053688243767,0.7904826267507952,0.9456015914982909,0.4735469804558453,0.907208969838663,0.0
0.045019234236652245,0.6037930555969254,0.9294035240042285,0.5490256662338272,0.9597176932569459,0.6589451378538943
0.4727802397652001,0.7476326478683879,0.9110097430467579,0.5331532119407276,0.9250021085313331,0.3927958423385493
1.0,0.6097376434920792,0.97265022058655,0.34869978840744836,0.9162529571347705,0.9015909866642808
0.09248429966615601,0.6724288529975367,0.9242370724847436,0.5519019560550554,0.9462788359597524,0.9776885462272789
0.46242990998662237,0.6662998275595284,0.900272639936895,0.2515146969706199,0.8776994346761903,0.8962741129446885
0.10314067690639636,0.4977409977826331,0.611412611510882,0.2572894647027603,0.9099304624849173,0.9885141874003406
0.20660809635249333,0.5739005503448708,0.0,0.9814306600467015,0.8699308146184129,0.9894933977073689
0.34053537960529523,0.5498219647081048,0.38243778274621637,0.7276384492117666,0.980430805513257,0.910935489490532
0.24095195144584516,0.3552721607606073,0.900882112187594,0.7337074876836832,0.969197420250012,0.9764264250404556
0.5954081581544923,0.0,0.9081053654720512,0.5000626950338679,0.9674119802479072,0.9596633322906898
0.37477148393325643,0.4533672990714161,0.44066211844928027,0.5895073647960236,0.9770782134380642,0.9183020648828154
0.5626705770626188,1.0,0.9089218749146271,0.5524787627339031,0.997496112225846,0.9574876451650992
0.5445757404902437,0.43360745704897635,1.0,0.5895822159283589,0.9490663026640872,0.9856474195036532
