class_1,class_2,class_3,class_4,class_5,class_6
0.6252005679296608,0.2956977548064914,0.5256274110248127,0.23735981937430717,0.2101376957565822,0.46897040775402943
0.41538875920008095,0.8953470426853833,0.556401448013227,0.2626106313425762,0.6366793798688386,0.6370435351053607
0.3171983490229965,1.0,0.35005975735017253,0.0824977501702295,0.5244722338424563,0.6684066971361798
0.5771783102745071,0.5019067905455051,0.8195498558192457,0.25384252915705413,0.5755116070347365,0.11098645576855003
0.4704216464420227,0.523890683653712,0.8746577909913772,0.08668649254477942,0.48350792745127735,0.4962608885717092
0.5319214253275989,0.6037559999520474,0.08727614625183597,0.6322836339765872,0.5004001593909241,0.4912345786963833
0.2306481656451187,0.6690046044760903,0.0,0.06045728159563996,1.0,0.7018014813847685
1.0,0.7934348913875346,0.15770695419525252,0.15651482666528654,0.5586848012035726,0.756681227204196
0.0,0.6614486506138001,0.2506774074905973,0.28616964087231356,0.4849224518078178,0.7375631910005012
0.566314402272733,0.5359281023168113,0.26736419844722326,0.6371997860821068,0.6254913378334384,0.6140368561697249
0.4918049175099928,0.470795382942624,0.9277275022419365,0.9160132216392444,0.9302889990792857,0.728419453288534
0.5563766260643168,0.7463173268077119,0.5359646527102034,0.40211651086269207,0.5805283818506051,0.5847797388377867
0.9977626596983895,0.894767376688715,0.39227371746973705,1.0,0.9707500339946853,0.8116382473064506
0.7582457929728741,0.0,1.0,0.4989872043473256,0.0,1.0
0.1557940082998459,0.5817468601746862,0.5815815436468884,0.17985159535369608,0.7601461822679427,0.0
0.15148064531990443,0.9104750188426785,0.5134586193943436,0.0,0.34892860686949156,0.6449241141616014
0.07724531614127078,0.6396293656568887,0.5073827578018698,0.38249593990769803,0.78965362936665,0.5574778627083621
0.7508907900036774,0.6150692452063102,0.16119955233300215,0.10399721453005246,0.6423397519519901,0.6729458273900216
0.30929541286208595,0.5008093304390591,0.2521669873936867,0.46760698198081085,0.4533091740016463,0.8046700459927013
0.19043946053268443,0.7063480954702575,0.7902555409742408,0.459033645265704,0.7865180770915385,0.43612023002705436
0.5995794670672203,0.8119221711591184,0.359232852321861,0.17473663242867912,0.25981948596745663,0.4309084021879846
0.3580416014593036,0.656063068303303,0.7591704200552767,0.02383384792870083,0.39129439191490684,0.510298821778623
0.27660930969823166,0.7702254066417822,0.7453448453130612,0.12270145420029256,0.6037854078734053,0.5334940374366374
